"Image","Description"
"Outdoor/outdoor_10_2.jpg","A stadium full of people watching a soccer game. The players are wearing yellow and red jersey's. It is nearing night time, as the sky is blue and purple."
"Indoor/indoor_5_2.jpg","A small arcade with pinball machines, a guitar hero game, and a video game with joysticks. There is a carpet on the floor with blue circles."
"Outdoor/outdoor_9_2.jpg","A skate park, with children riding around on scooters. There are lots of clouds in the blue sky and all the children are wearing helmets."
"Indoor/indoor_3_2.jpg","A beautiful library with floor to ceiling shelving. The shelving is light brown and there are two comfortable looking chairs in the forefront."
"Indoor/indoor_9_2.jpg","An ice rink. Purple, orange, yellow art on the walls. Lots of people skating around. Metal ceiling. rED LIGHT"
"Outdoor/outdoor_15_2.jpg","A ski slope. Two people with skis on and one wears a red jacket. The sky is blue and tress on either side of the snow white slope. "
"Outdoor/outdoor_8_2.jpg","A busy city street. Lots of cars and people. Atleast 3 taxis which are yellow and red. A person on bike and the shops on either side."
"Indoor/indoor_7_2.jpg","A green house. Lots of beautiful green plants. One plant sits in a red pot. The plants are sat on a table or hanging from the roof of the greenhouse."
"Indoor/indoor_3_2.jpg","A spacious home libary. A rug on the floor and 3 chairs. Lots of books and very light and open. "
"Outdoor/outdoor_9_2.jpg","A skate park, with groups of kids, wearing helmets. They have bikes and skooters. The sky is blue. "
"Outdoor/outdoor_12_2.jpg","A natural rock formation that is like an arch. The rock and ground are sand coloured. A man does a handstand while another sits at the side. "
"Outdoor/outdoor_13_2.jpg","Builders wearing hi-vis jacketys. They are building what looks like a shed or small wooden house. A man stands on another two the roof"
"Indoor/indoor_14_2.jpg","Clean toilet with white tiles, modern sinks, large mirrors and blue cubicle doors. A disabled sign is on the end wall. "
"Indoor/indoor_15_2.jpg","A busy canteen, a few people wearing purple tshirts and hoodies. The tables are long and grey with red seats. "
"Outdoor/outdoor_4_2.jpg","A trainstation platform. a train is pulling in. The logo on the front of the train says Amtrak. The platform only has a few people waiting. The lights are on and the sjy is grey. "
"Indoor/indoor_8_2.jpg","An indoor shopping mall. Not very busy. The benches are mental and wood. Two metal plant pots. The numbers 1 and 2 on each level. "
"Indoor/indoor_11_2.jpg","A modern yet rustic bar. The walls are black and the drinks sign is a chalk board."
"Outdoor/outdoor_3_2.jpg","A park in a busy town or city. Its a sunny day, people are sitting on the grass in groups, Some have drinks, Tall buildings surround the park. "
"Outdoor/outdoor_6_2.jpg","A bridge scene. The bridhges crosses over dark blue water and several islands can be seen. Two boats are in the water. "
"Indoor/indoor_10_2.jpg","A basketball match. The stadium is packed and the colour blue runs all around the seats. "
"Outdoor/outdoor_14_2.jpg","A small lake surrounded by green plants, trees and grass. Grass grows from the lake and sky is blue. "
"Outdoor/outdoor_10_2.jpg","A stadium with lots of people. It is early evening and the sky has a purple tinge. People are playing a game in the middle of the stadium. "
"Indoor/indoor_13_2.jpg","A lab and two women are busy working and using the lab equipment. The floor and walls are white. The cupboards and blinds are blue. "
"Outdoor/outdoor_11_2.jpg","A cemetery. Headstones shaped like crosses litter the field. Trees stand amongst them. The cemetery is empty. "
"Indoor/indoor_2_2.jpg","A barn with lots of hay scattered across the floor. The barn door is open and light shines illuminating the wooden walls."
"Outdoor/outdoor_2_2.jpg","A large red barn surrounded by a fence. The trees and grass are bright green with slight mud patches scattered across the grass, The sky is gloomy like a storm is due. "
"Outdoor/outdoor_7_2.jpg","A forest trail and the leaves are yellow and orange. The trees almost form an arch and either side are just walls of orange, green and yellow leaves. "
"Indoor/indoor_4_2.jpg","A busy terminal possibly train station. People are walking around and signs han from the ceiling."
"Indoor/indoor_6_2.jpg","A long corridor, with blue, white and grey flooring.. The doors and wooden and metal. Lockers on both sides. "
"Outdoor/outdoor_1_2.jpg","A tide washing onto the beach. Waves in the ocean and the sun is blindingly bright."
"Indoor/indoor_1_2.jpg","An indoor swimming pool, large glass windows and a chair. The sky is light yeloow with a hint of pink. The"
"Indoor/indoor_12_2.jpg","A hospital room. Very white and clinical. The bed has blue covers and plastic railings. Medical equipment is at the side of the bed. "
"Indoor/indoor_5_2.jpg","An arcade room, lots of bright neon colours and game machines. Guitar hero and a monster energy drink sign. A rug with swirls on the floor."
"Outdoor/outdoor_5_2.jpg","A large ferris wheen and other fun fair rides. Green, yellow and red mini garden and treess. "
"Outdoor/outdoor_1_2.jpg","A landscape of the ocean captured on a beach with waves rolling in. Partly cloudy skies."
"Indoor/indoor_10_2.jpg","A fully packed stadium of viewers watching basketball. Mostly clad in the blue colours of the home team.\n"
"Indoor/indoor_14_2.jpg","An empty, clean public bathroom. One of the stall doors is open. A sign can be seen indicating stalls for disabled persons.\n"
"Outdoor/outdoor_2_2.jpg","A bright red farmhouse with a large, vibrant green tree alongside. Two or three more smaller red houses can be seen in the background.\n"
"Outdoor/outdoor_3_2.jpg","A public park filled with various different groups of people. People can be seen sitting cross-legged or lying on their stomachs, engaged in conversation."
"Indoor/indoor_4_2.jpg","A view inside an airport with a convenience store on the right. Signs indicating directions of the gates can be seen in the background."
"Outdoor/outdoor_6_2.jpg","A large bridge is seen spanning across a large body of water. In the water freighters can be seen. "
"Outdoor/outdoor_12_2.jpg","A large structure made of multiple large rocks. People can be seen performing handstands and capturing pictures of themselves near the structure."
"Indoor/indoor_1_2.jpg","A large indoor pool or jacuzzi. Pictured alongside are a few low, white lounging chairs. In the distance is a picturesque view of the countryside."
"Indoor/indoor_5_2.jpg","A neon lit arcade room with various pinball machines. To the right is a free standing arcade version of the game 'Guitar Hero'."
"Outdoor/outdoor_13_2.jpg","Construction men, wearing bright safety vests can be seen constructing a building. Some are on the building."
"Indoor/indoor_15_2.jpg","A school cafeteria with students seated in various groups. Many students are wearing purple coloured clothing."
"Indoor/indoor_8_2.jpg","Pictured is a mall, with a view of two escalators. Along the sides of the picture are lines of different types of retail stores."
"Indoor/indoor_3_2.jpg","Pictured is a well-stocked library. Along the left side of the picture is a collection of artwork. Couches can also be seen in the foreground."
"Outdoor/outdoor_4_2.jpg","Pictured is a train pulling into a train-station. A few people can be seen standing on the left of the bring yellow caution line, waiting to board."
"Indoor/indoor_11_2.jpg","A view of a well-stocked bar. The bottom of the picture contains a row of maroon-coloured bar stools. "
"Outdoor/outdoor_15_2.jpg","Pictured is a steep hill of ice and snow. Many old skiing tracks are visible in the snow. Two skiiers are pictured on the left."
"Indoor/indoor_9_2.jpg","Pictured is an indoor ice rink. Along the right, along the ceiling, is a collection of flags representing various ice hockey teams."
"Outdoor/outdoor_11_2.jpg","Pictured is a graveyard. Many cross shaped headstones can be seen amidst the bright green grass."
"Outdoor/outdoor_14_2.jpg","A body of water can be seen reflecting the blue, partly cloudy sky. Surrounded by a collection of dry, brown and green grass of vary"
"Indoor/indoor_2_2.jpg","Pictured is the inside of a barn. Multiple haystacks can be seen on the right of the picture. The floor of the barn is covered in loose hay. The barn door is open. "
"Indoor/indoor_12_2.jpg","Pictured is a room in a hospital. A hospital bed is seen on the left side if the picture. A toilet and a washing sink can be seen to its right."
"Indoor/indoor_7_2.jpg","Pictured is a greenhouse containing various plants, each housed in its own pot. The sun is shining through the glass walls."
"Outdoor/outdoor_5_2.jpg","Pictured is a fare with a large ferris wheel in the centre. There's a merry-go-round to its right."
"Indoor/indoor_6_2.jpg","Pictured is a school hallway. Along the right side of the picture is a row of lockers. Along the left side are doors leading to classrooms."
"Outdoor/outdoor_10_2.jpg","Pictured is a packed soccer stadium. Players can be seen on the green pitch. The roof of the stadium is open and buildings can be seen in the distance."
"Indoor/indoor_13_2.jpg","Pictured is a laboratory. Two lab-technicians can be seen performing tasks with special equipment. They wer p"
"Outdoor/outdoor_9_2.jpg","Pictured is a skate park. Children can be seen wearing protective gear and riding scooters. In the background, parents can be seen sitting on benches."
"Outdoor/outdoor_7_2.jpg","Pictured is a path through a forest. Sunlight can be seen entering the dense foliage in the centre of the photo."
"Outdoor/outdoor_8_2.jpg","Pictured is a line of cars in traffic in an urban area. Pictured in the background and alongside are buildings and stores."
"Outdoor/outdoor_9_2.jpg","a skating area with children on scooters and skateboards. A clouded but blue sky overhead with power poles and lines in the background. The children all wear helmets."
"Indoor/indoor_5_2.jpg","A collection of arcade games in a small room. Neon signs and stickers adorn the walls, a patterend rug is in the middle of the floor. "
"Indoor/indoor_7_2.jpg","a greenhouse filled with various plants. A mixture of floor based plants and hanging plants in baskets, with cactus in the adjoining room.\n"
"Outdoor/outdoor_12_2.jpg","A large rock formation in the desert, with people posing underneath. A person does a handstand with others sit underneath. The sky behind is blue."
"Indoor/indoor_8_2.jpg","A shopping mall with people shopping. Three levels can be seen, with escalators to the second level. curved benches sit in the centre of the walkway to divide it. "
"Outdoor/outdoor_3_2.jpg","A park area with greenhouse, filled with people relaxing in smaller groups. Surrounding the park are city buildings on all sides, with a blue sky overhead. "
"Outdoor/outdoor_15_2.jpg","A ski slope location on a bright and clear day. Two people in the lower third on skis, with a ski lift in the background going up the mountain. "
"Indoor/indoor_1_2.jpg","An indoor pool scene at sunset. The pool is located beside a large, full length, 3 panel window, with mountain scenes and rolling fields in the distance. "
"Outdoor/outdoor_5_2.jpg","A carnival on a bright and clear day. A ferris wheel in the centre of the image with a carousel on the right and a chair flying ride on the left. "
"Outdoor/outdoor_14_2.jpg","A pond on a bright clear day. Grass and reeds on all sides, with trees in the background. Alge forms on the surface of the pond in the foreground."
"Indoor/indoor_2_2.jpg","A barn interior. No interior light source but the doors are open to allow natural light from outside to stream in over the hay covered floor. Hay bales are the only occupant."
"Outdoor/outdoor_8_2.jpg","A busy city street. The streets are mostly filled with cars on the left side, while the right side is mostly clear of traffic. some cyclists and pedestrians can also be seen."
"Indoor/indoor_4_2.jpg","A departures lounge in an airport. People milling about waiting in the middle and right sides, while people sit and wait on the left. Shops are also on the left side."
"Outdoor/outdoor_10_2.jpg","A soccer game is being played in a filled stadium. Players are in the field in what looks like an ongoing game, players in green and white, and red and white can be seen on the field."
"Outdoor/outdoor_1_2.jpg","A beach scene on a clear day. Looking towards the water and the sun, the sky is mostly clear with some fluffy clouds, and the swell in low. "
"Indoor/indoor_3_2.jpg","A cozy looking library room, it looks to be a private library. 3 chairs sit in the foreground, with shelves lining the walls with books behind them."
"Indoor/indoor_15_2.jpg"," a school cafeteria, filled with students. Some sit and talk with friends while others work on laptops. The mascot on the wall is a white bulldog."
"Outdoor/outdoor_11_2.jpg","a cemetery at day time. uniform, block-style crosses are covering the lawn, with a small brick retaining wall in the foreground. "
"Outdoor/outdoor_4_2.jpg","A train station with passengers waiting while an amtrak train pulls in to the station on an overcast day. Lowly lit with artificial light provided by the station."
"Outdoor/outdoor_6_2.jpg","a long suspension bridge, might like the golden gate bridge, but a pale blue in colour. cars are moving over the bridge and a boat passes below."
"Indoor/indoor_13_2.jpg","two scientists working in a lab. Their heads and faces are covered. the main colours in the room are blue and white. there is a chemical ewash station on the left side of t"
"Indoor/indoor_9_2.jpg","an ice skating rink, with a mixture of adults and children skating inside in small groups or on their own. Cartoonlike mountains are painted on the back wall.\n"
"Outdoor/outdoor_2_2.jpg","a red barn on a green field. a wooden fence surrounds the barn with trees in the background. a red house sits behind the barn on a clouded day."
"Indoor/indoor_12_2.jpg","a hospital room with a bed in the centre. No patient is in the bed. A skylight is over the bed showing a sunlit but lightly clouded sky."
"Outdoor/outdoor_13_2.jpg","a group of builders working on constructing a house. Two men are on ladders while the rest are either on the roof or waiting on the ground.\n"
"Indoor/indoor_10_2.jpg","a basketball stadium, filled with people, while a game takes place on the court below them. KU marks the middle of the court, blue is the predominant colour of attire.\n"
"Indoor/indoor_14_2.jpg","an empty public bathroom with stalls on the left and sinks on the right. The stall doors are blue and most are closed while one hangs open"
"Outdoor/outdoor_7_2.jpg","a path through some woods on an autumn day. Low light which appears to be sunset, with warm autumn colours on the trees and the fallen leaves covering the path. "
"Indoor/indoor_6_2.jpg","A school hallway, devoid of people. Doors are off to the right while lockers line the right hand side wall. An exit sign is at the end of the hall."
"Indoor/indoor_11_2.jpg","a bar with a dark interior. bottles adorn the back wall behind the bar, with a chalkboard that says \""Jeremiah\"" and lists drink specialties. wooden stools sit at the bar."
"Outdoor/outdoor_1_2.jpg","An image of a sunsetting over a beach as the tide rolls back and forth"
"Outdoor/outdoor_15_2.jpg","An image of a skiing resort, 2 people stand at the bottom of a sloped mountain"
"Outdoor/outdoor_8_2.jpg","Image is of a somehwat busy street with several cars and people one on a "
"Indoor/indoor_1_2.jpg","image viewed from inside, there is an indoor pool looking out a large window out onto a vista"
"Indoor/indoor_4_2.jpg","Many people at a Los Cinco Soles airport , some with suitcases and others sitting"
"Indoor/indoor_6_2.jpg","A  school hall, with lockers, several doors and flooring with grey and blue squares"
"Outdoor/outdoor_3_2.jpg","A sunny day in a city park, many people sitting on the grass. tall building behin them and trees"
"Outdoor/outdoor_5_2.jpg","A below photo of a fairground, including many rides and hedges and flowers in the foreground "
"Indoor/indoor_15_2.jpg","Students eating their lunch in a cafeteria, some are wearing purple and there is a dog mascot on the wall "
"Outdoor/outdoor_7_2.jpg","A beautiful autumnal forest scene of a tunnel of trees with light shining at the end"
"Indoor/indoor_12_2.jpg","A clinical private hospital room with a skylight above the bed showing bright but cloudy blue skies"
"Outdoor/outdoor_6_2.jpg","A large tall bridge over water, there are blue skies with clouds and hills in"
"Indoor/indoor_5_2.jpg","An arcade room with 6 pinball machines, a guitar hero machine and one retro machine with a spiral blue carpet"
"Outdoor/outdoor_2_2.jpg","A large red barn with other outbuidlings in country scene with a fence and many green trees"
"Indoor/indoor_3_2.jpg","3 chairs in a large private library full off books with many pots as decoration and an orange wood"
"Outdoor/outdoor_10_2.jpg","A football stadium at full capacity watching the two teams, one in yellow p-laying, goal kepp"
"Indoor/indoor_10_2.jpg","Basketball court, Rupp Arena with many fans watching a game. the colour blue is featured heavily "
"Outdoor/outdoor_13_2.jpg","10 men, 2 on ladders constructing a building on a cloudy day. they are all wearing safety gear"
"Indoor/indoor_11_2.jpg","A hipster bar, with many drinks behind the counter and 7 stools can be seen and table with a light on it"
"Outdoor/outdoor_9_2.jpg","Many young children at a skate park practicing on their scooters on a clear day, wearing helmets"
"Indoor/indoor_8_2.jpg","A shopping mall with 2 escalators, a women with pink/purple sweater tied round her waste can be seen and a curved bench "
"Outdoor/outdoor_12_2.jpg","A rock structure with 5 people underneath, one is doing a handstand and 2 can be seen having a discussion"
"Outdoor/outdoor_4_2.jpg","A train platform with a few people waiting, a train with Amtrak written on it is pulling up."
"Indoor/indoor_2_2.jpg","The inside of a large barn, there is hay on the floor aswell as a few hay bales. Sun shines through the open door."
"Outdoor/outdoor_14_2.jpg","A large pond  with reeds at the bottom in the middle of a field with many tree surrounding it"
"Outdoor/outdoor_13_3.jpg","A construction with three workers, two wearing yellow hard hats and one with a blue hard hate. They are surrounded by lots of timber and there is a crane in the background. "
"Indoor/indoor_14_3.jpg","A bathroom, it looks like it could be a shopping mall bathroom. It has wash basin with a mirror in the image and multiple cubicles. It is also a well lit bathroom. "
"Indoor/indoor_2_3.jpg","6 pigs all huddled together in a pen. There is also another pig in the background. They have a lot of straw to eat. it does not look very "
"Indoor/indoor_3_3.jpg","A well lit modern library. There are multiple people at the tables studying. There are lots of rows of books to browse and choose from. "
"Outdoor/outdoor_10_3.jpg","A football game with a packed stadium in attendance. You can also see the big screen at the far end. "
"Indoor/indoor_5_3.jpg","A games are arcade with 8 games on show. The carpet is a very fun design. You can also see a sign saying half price games on tuesdays. "
"Outdoor/outdoor_4_3.jpg","A tram at a platform. You can also see the city buildings in the background. you cannot tell where the train is going to however you can see the model of tram- Lynx"
"Outdoor/outdoor_7_3.jpg","a walking trail in the woods. It is surrouned by leafy trees. It is a clear path so it would be hard to get lost "
"Outdoor/outdoor_12_3.jpg","a arch made of large stone. It also has a beautiful tree in the background with bright yellow flower. "
"Indoor/indoor_13_3.jpg","a lab with scientists in lab coats. you can also see lots of office equipment, a trolley and labels being printed in excess spilling on to the floor"
"Outdoor/outdoor_3_3.jpg","a green park, a garden in the background. Two men in the foreground having a conversation while having lunch with lots of other people doing the same in the background. "
"Indoor/indoor_6_3.jpg","a school corridor with lockers either side. I can also a water tapand a clock in the background. the water tap has a useful step underneath in case any of the kids are too short"
"Indoor/indoor_12_3.jpg","A clean and sterile hospital with hospital beds to the side. The door to the next section of the corridor is open with a nurse in the background. "
"Indoor/indoor_7_3.jpg","a beautiful indoor garden with lots of plants, mostly ferns but of all different sizes. It has a roof to keep warm and tropical by the looks. "
"Outdoor/outdoor_11_3.jpg","a cemetry with a lot of grave stones. the grass is well cut and there are trees and a house in the background. There is also a powerlines. "
"Outdoor/outdoor_5_3.jpg","a theme park with a massive roller coaster. lots of people in attendance of the theme park and a cafe in the foreground. \n"
"Outdoor/outdoor_8_3.jpg","a street with a zebra crossing, traffic lights, busses and car. there are also lots of signs to make clear where to go "
"Indoor/indoor_10_3.jpg","a basketbll in full attendance with lots of cheer leaders and a big screen in the stadium \n\n\n"
"Outdoor/outdoor_2_3.jpg","a house in a green field with house and a path. there are also other houses in the background"
"Indoor/indoor_8_3.jpg","a shopping mall with a lot of people. a big dior shop as wel as other posh shops. it looks very high end and well lit "
"Outdoor/outdoor_1_3.jpg","a beach with sun lounges, palm trees and a shade. there are also other sun loungers in the back ground."
"Outdoor/outdoor_15_3.jpg","a snow slope with lots of skiers going down. THere are also chair lifts with cars going up to the top on these lifts. it is a beautiful blue sky\n"
"Indoor/indoor_1_3.jpg","a swimming pool which is very well lit with chairs either side and a sign with the pool rules a window where you can see the horizon. "
"Indoor/indoor_15_3.jpg","a room which looks like a work conference. lots of people sitting at the table and swapping notes and drinking a lot of coffee"
"Outdoor/outdoor_5_3.jpg","A theme park, there is a huge ride in the center of image. Some people are walking towards rides, others are lining up at other rides "
"Indoor/indoor_13_3.jpg","Some kind of lab. A man and woman are having a conversation while another woman is sitting at a computer. A printer is printing what looks like stickers. There's a clock on the wal"
"Outdoor/outdoor_4_3.jpg","A train is stopped at a train station. The train has the number \""112\"" on the front. There is a tall skyscraper in the background. "
"Outdoor/outdoor_6_3.jpg","A long bridge with very little vehicles travelling across it. The truck is white on top and green on the side."
"Outdoor/outdoor_3_3.jpg","People having a fun time at a park. The weather looks a bit overcast, maybe autumn? People sit in groups on the grass, engaging in conversation"
"Outdoor/outdoor_12_3.jpg","An arch in front of a vibrant yellow tree. Behind the yellow tree is some greenery. All very vibrant and beautiful"
"Outdoor/outdoor_7_3.jpg","A grainy forest. There is a path with tall trees on either side of the path"
"Outdoor/outdoor_13_3.jpg","There a construction site. It's partially built with resources and tools scattered about. There are three men discussing things. One man carries wood in his arm"
"Outdoor/outdoor_10_3.jpg","A soccer match is taking place in a stadium. The stadium is packed and it looks like there isn't an empty seat"
"Outdoor/outdoor_1_3.jpg","A beautiful beach resort with palm trees. The bluest of blue sea, lounge chairs under straw umbrellas"
"Indoor/indoor_5_3.jpg","A game arcade with bright lights and games lined up beside one another. There is a basketball game, a fishing game, among others\n"
"Outdoor/outdoor_9_3.jpg","A skate park with a lone skater. In motion, he wears a orange helmet. There isn't another soul in site\n"
"Indoor/indoor_15_3.jpg","Round tables scattered about a room. Groups of people sitting at different tables, with pages on the table, having discussions"
"Outdoor/outdoor_8_3.jpg","A mostly empty street with buildings. Not many cars in the road, not many people on the street. There's a stop light and it's yellow"
"Indoor/indoor_1_3.jpg","A very empty swimming pool. The water is blue and looks lovely. It is a decent size too with large windows leading to an outside patio area"
"Indoor/indoor_3_3.jpg","A library filled bookcases filled with books. There are a few tables about with people sitting at them. Lights that look like fans"
"Outdoor/outdoor_2_3.jpg","A farm area. There are big red barns. Wide, open, green fields. Blue sky with the most perfectly white clouds"
"Indoor/indoor_4_3.jpg","An airport with people sitting about, possibly waiting to board their plane. There is some kind of Samsung advertisement"
"Outdoor/outdoor_15_3.jpg","A ski resort with a few people skiing. A man in blue is in motion, skiing forward"
"Indoor/indoor_6_3.jpg","An empty school hall. There are mustard lockers on each side of the hall. A poster about reading hands on the wall above a water fountain"
"Indoor/indoor_10_3.jpg","A basketball match at a stadium. The teams theme is white and purple, the seats are filled"
"Indoor/indoor_9_3.jpg","Kids at a ice skating rink. It looks like they are getting skating lessons. There are five kids with an older kid leading"
"Indoor/indoor_11_3.jpg","A bar, it's brown themed and very antique, old-timey looking. There are empty bar stools in front of the bar\n"
"Indoor/indoor_2_3.jpg","A pig farm. It looks gross and dirty, the pigs look as though they have not been washed in years"
"Indoor/indoor_14_3.jpg","A public toilet. It looks mostly empty, save for the two closed stall doors. No one is at the basins"
"Indoor/indoor_8_3.jpg","A busy mall with stalls on the floor. People working the stalls, people buying things at stalls"
"Indoor/indoor_12_3.jpg","A hospital with three empty beds. There is a no cellphones sign and a woman walking down a passage "
"Outdoor/outdoor_11_3.jpg","A graveyard. The grass is green as can be. There is a basketball court behind graveyard?"
"Outdoor/outdoor_14_3.jpg","A lake/pond. The water is calm and is reflecting the sky and trees around it. "
"Indoor/indoor_7_3.jpg","A greenhouse filled with gorgeous greenery. Not a soul in site, just beautiful nature. There's a little pond"
"Indoor/indoor_2_3.jpg","A livestock pen containing what look like several pigs. There are some green plants on the ground and it is enclosed by metal beams and wire fencing."
"Indoor/indoor_14_3.jpg","A public restroom facility. Since there are only stalls and no urinals, it looks to be a female restroom. Sinks and mirrors are on the opposite wall from the stalls."
"Outdoor/outdoor_14_3.jpg","This is a creek or small river. The banks of the creek have a mix of short grass, taller grasses, and trees, the water is still, and it is a clear sunny day."
"Indoor/indoor_15_3.jpg","This appears to be either a classroom or some sort of learning or discussion session. There are several round tables at which adults are working together with children in small groups."
"Outdoor/outdoor_2_3.jpg","This is a scene of a farm. There are a couple of red farmhouse or barn-style buildings with white roofs and a silo. There is a dirt path surrounded by green gra"
"Indoor/indoor_3_3.jpg","This appears to be a library. There are rows of white bookshelves, tall white pillars, and bright lighting from a high ceiling. Several people are reading at small "
"Indoor/indoor_4_3.jpg","An airport terminal. There are chairs for the waiting passengers, and through the window a long passage to another section of the airport can be seen."
"Outdoor/outdoor_12_3.jpg","A stone arch in an old or classical style. Behind the arch are trees with hanging yellow blooms."
"Outdoor/outdoor_9_3.jpg","This looks like a skate park. Concrete bowls, ramps, and stairs are arranged as obstacles to do tricks on, as well as metal rails."
"Indoor/indoor_6_3.jpg","A school hallway, A \""READ\"" poster is on one wall above a water fountain. Mustard colored lockers line each wall between the classroom doors."
"Indoor/indoor_7_3.jpg","A greenhouse. There is a large, high glass room through which the sun is shining. There is grass and a small pond, and several types of trees and shrubs."
"Outdoor/outdoor_4_3.jpg","This is a passenger train stopped at the boarding stop. There is another track next to it, presumably for another train, and a rail fence separating the two tracks."
"Indoor/indoor_1_3.jpg","An indoor swimming facility. There is a large pool filled with clean blue water. A large glass wall is at one end, letting in light from a sunny day. Dech chairs line the pool on both sides."
"Indoor/indoor_9_3.jpg","This is an ice skating rink. Several children are skating around the orange cones. A couple are wearing hats, and one especially young girl is wearing a helmet."
"Outdoor/outdoor_6_3.jpg","This is a very long bridge over a huge body of water. One large semi truck and a few cars are driving across the bridge. There is no land visible in the background."
"Outdoor/outdoor_8_3.jpg","A street corner in an urban area. One of the streets, 3rd St., is a one way street, as indicated by multiplesigns."
"Indoor/indoor_5_3.jpg","This is an arcade. There are several game machines with glowing colorful lights, and a colorful patterned carpet. There are no visible people playing any of the games."
"Indoor/indoor_10_3.jpg","This is a packed basketball court during a college basketball game. It appears that the team is the Grand Canyon University Antelopes and that their team colors are purple and white. Cheerleaders are on the floor entertaining the crowd"
"Indoor/indoor_11_3.jpg","This is an old-fashioned bar. Six wooden barstools surround the bar, which is also made of wood with ornate carved inlays. "
"Outdoor/outdoor_13_3.jpg","This is the rooftop of a construction site. Three men in helmets and high visibility vests are standing among piles of lumber, and appear to be discussing a document one of them is holding."
"Indoor/indoor_13_3.jpg","This looks like a clinic, hospital, or doctor's office. Several clinicians or technicians in white coats are working next to some office equipment."
"Indoor/indoor_12_3.jpg","This is a hallway of a hospital ward. Empty beds are visible along a wall underneath large windows. There is a large open glass door leading to another hallway section"
"Indoor/indoor_8_3.jpg","This appears to be a luxury mall or shopping center. There are several stalls on the floor selling luxury branded items, and many people can be seen standing on the open balconies of the second and third floors."
"Outdoor/outdoor_11_3.jpg","A cemetery. Rows of identically shaped and sized gray stone tombstones are surrounded by green grass. No flowers or decorations on any of the graves."
"Outdoor/outdoor_3_3.jpg","This looks like a public park. There is a paved path lined by trees and grass. Small groups of people are sitting on the grass, relaxing and talking."
"Outdoor/outdoor_15_3.jpg","This is a ski slope. The chairlift can be seen in operation, and a couple of people in snowsuits are skiing down the hill, which is not considerably steep."
"Outdoor/outdoor_1_3.jpg","This is a beachside spot where clear blue waters lap at white sand shores under a cloudless sunny sky"
"Outdoor/outdoor_10_3.jpg","This is a soccer stadium packed with fans. There is a game in progress on the field. One of the teams is wearing red or orange jerseys."
"Outdoor/outdoor_5_3.jpg","This is a scene at a theme park or amusement park. Crowds of people are walking around the roller coaster and the StarBot Cafe."
"Outdoor/outdoor_7_3.jpg","This is a dirt path through a thick forest. Tall trees line both sides of the path and the sky is barely visible through their canopy."
"Indoor/indoor_12_3.jpg","believe to be a hospital or medical room where i see three beds placed on the outside and a door where some substances arnt allowed\n"
"Indoor/indoor_7_3.jpg","looks like a green house. Its filled with lots of trees and bushes and has a pond or a body or water that is green\n"
"Indoor/indoor_1_3.jpg","a fancy luxurious hotel. contains a nice swimming pool and a great view and nice skies. "
"Outdoor/outdoor_4_3.jpg","located maybe near the city centre. Large building in the background with the 112 train running along. envoirnment looks quite gloomy "
"Indoor/indoor_13_3.jpg","could be a lab or hospital. The place has many workers in what I believe are lab coats "
"Outdoor/outdoor_11_3.jpg","a graveyard. The sky is blue and the graves are seperated evenly with one of them reading Wallace K Randall who died in world war II"
"Outdoor/outdoor_12_3.jpg","a nice yellow tree which has leaves or flowers all around. There is also a brick or stone wall "
"Indoor/indoor_6_3.jpg","A highschool hallway where lockers are placed around the edges, posters on the walls and bright lights right above going in a straight line."
"Indoor/indoor_4_3.jpg","Looks to be an airport where a large amount of seats are placed with a few people waiting for their flights.\n"
"Indoor/indoor_11_3.jpg","A vintage looking bar that is symetically placed. 5 seats with alcohol placed behind the counter with a nice lighting to complement the look"
"Indoor/indoor_5_3.jpg","bright and colourful arcade with mutiple games placed at the egdes of the room. The floor has colourful circles and the roof a checkered tile\n"
"Outdoor/outdoor_3_3.jpg","Look like a park where strangers sit on the grass surrounded by a sea of trees and plants"
"Indoor/indoor_8_3.jpg","a huge and over crowded shopping mall. Contains large brands like dior and lots of workers trying to get customers"
"Outdoor/outdoor_9_3.jpg","a normal skate part with one person wearing an orange helmet. The sky is a nice blue with clouds low in the background."
"Indoor/indoor_15_3.jpg","looks to be a classroom where people are learning. Ages are ranges from kids to adults"
"Outdoor/outdoor_15_3.jpg","a skie range with mulitple people going down a hill. The sky is a dark blue "
"Outdoor/outdoor_2_3.jpg","an old looking farm with a big red farm house. Looks almost like a picture "
"Indoor/indoor_10_3.jpg","a popular basketball game happening with a huge crowd of people waiting for the game to start"
"Outdoor/outdoor_1_3.jpg","paradise like place with clear blue sea and an amazing view with palm trees and a nice breeze"
"Indoor/indoor_3_3.jpg","a white library where shelfs of books lie and people ready while sitting down and enjoying"
"Indoor/indoor_2_3.jpg","inside an old farm where two rusted metal pipe are between the camera and small bigs in an enclosed area"
"Indoor/indoor_9_3.jpg","ice skiing lesons to little kids with cones placed on the ground to help them learn. The american flag in the back "
"Outdoor/outdoor_10_3.jpg","a stadium filled of people ready to watch a game of football. One team is wearing black and the other wearing red.\n"
"Outdoor/outdoor_8_3.jpg","located near the centre of the city where street lights are yellow and about to turn red"
"Outdoor/outdoor_13_3.jpg","a construction site where builders wearing yellow vest and helmets are surrounded by piles of wood planing on what to do next"
"Indoor/indoor_14_3.jpg","a toilet where a number of stalls are placed on the edge of the room. opposite to that are places to wash your hand"
